skill,purpose,status,last_reviewed,review_doc,severity,decision,notes
workflow-orchestration,Multi-step workflow execution with checkpoint and resume capability. [EXPLICIT],dod-complete,2026-06-05,docs/audits/skills/workflow-orchestration-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for workflow-orchestration."
workshop-design,"Designs and facilitates collaborative workshops including event storming, impact mapping, design sprints, and inception sessions. Produces agendas, facilitation guides, and artifact templates.",pending,,,,,
workshop-facilitator,"Workshop design — event storming, impact mapping, user story mapping, design sprints. [EXPLICIT] Use when the user asks to ""plan a workshop"", ""run event storming"", ""facilitate impact mapping"", design a sprint"", ""create user story map"", ""facilitate discovery session"", or mentions workshop facilitation, design sprint, event storming, story mapping, or collaborative design. [EXPLICIT]",pending,,,,,
workshop-proposal,"Workshop design and proposal. Objectives, audience, agenda, activities, resources, logistics. Output: branded HTML proposal. [EXPLICIT]",pending,,,,,
workspace-governance,"Scaffold and govern the workspace/ directory — gitignored user interaction layer with dated session folders, task bridges, and estandares. Constitution XVIII + Workspace. [EXPLICIT]",pending,,,,,
x-ray-skill,"This skill should be used when the user asks to ""audit a skill"", review skill quality"", ""diagnose a skill"", ""score this skill"", x-ray this skill"", or ""how good is this skill"". Reads an entire skill directory and produces a structured diagnostic scorecard against the Anthropic gold standard — scoring 10 quality dimensions, running a 13-point validation gate, and checking systemic coherence across all files. Use this skill whenever someone wants to understand the quality state of a skill before improving it, even if they just say ""check this skill"" or provide a path to a skill directory. [EXPLICIT]",dod-complete,2026-06-05,docs/audits/skills/x-ray-skill-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for x-ray-skill."
xlsx-template-creator,"[EXPLICIT] Generates XLSX template specifications with columns, formulas, conditional formatting, and dashboard layouts for tracking and metrics. [EXPLICIT] Use when the user asks to ""create a spreadsheet template"", ""build a tracking matrix"", ""design a metrics dashboard"", [EXPLICIT] generate an XLSX spec"", or mentions xlsx template, spreadsheet layout, or KPI dashboard. [EXPLICIT]",dod-complete,2026-06-05,docs/audits/skills/xlsx-template-creator-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for xlsx-template-creator."
adaptive-investigation-method,"Investigar dominios desconocidos con mapeo barato, budget acotado y re-plan disciplinado solo al invalidar la hipotesis.",dod-complete,2026-06-05,docs/audits/skills/adaptive-investigation-method-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for adaptive-investigation-method."
agentic-loop-engineering,"Construir el bucle de control agentico que enruta por stop_reason tipado con budget duro y handlers explicitos, no por prosa.",dod-complete,2026-06-05,docs/audits/skills/agentic-loop-engineering-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for agentic-loop-engineering."
claude-md-architecture,Estructurar memoria jerarquica CLAUDE.md user/team/module con at-imports y reglas condicionales por glob de ruta.,dod-complete,2026-06-05,docs/audits/skills/claude-md-architecture-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for claude-md-architecture."
context-window-engineering,Ingenieria de ventana de contexto: prefix caching estatico-first y mitigacion de dilucion softmax con edge placement y compactacion.,dod-complete,2026-06-05,docs/audits/skills/context-window-engineering-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for context-window-engineering."
custom-tooling-extension,"Extender Claude Code con slash commands y skills usando context fork, allowed-tools whitelist y argument-hint, con scope correcto.",dod-complete,2026-06-05,docs/audits/skills/custom-tooling-extension-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for custom-tooling-extension."
evaluation-confidence-design,"Disenar evaluacion con confidence calibrada contra labeled set, stratified sampling y criterios categoricos para reducir falsos positivos.",dod-complete,2026-06-05,docs/audits/skills/evaluation-confidence-design-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for evaluation-confidence-design."
few-shot-engineering,"Disenar few-shot que calibra bordes subjetivos con 2-4 ejemplos del mismo schema, al inicio para preservar prefix cache.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
first-use-onboarding,"First-use and cold-start onboarding for JM-ADK after clone, greeting, or missing task context.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
hook-engineering,"Disenar hooks deterministas (PreToolUse permissionDecision deny, PostToolUse updatedMCPToolOutput) que el runtime garantiza, con politica recargable en codigo.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
human-escalation-design,Disenar handoff tipado a humano como end-state del bucle con payload autocontenido; no prosa de escalada.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
independent-review-design,"Disenar revision con reviewer independiente en sesion limpia, pases per-file y cross-file, sin quorum que suprima senal rara.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-adaptive-investigation,"Investigacion adaptativa: mapeo barato, budget de exploracion acotado y re-plan disciplinado solo al invalidar la hipotesis.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-builtin-tool-selection,"Seleccion de built-in tools con estrategia Grep then Read then Edit, failure modes y sin Read masivo upfront.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-confidence-stratified-sampling,"Confidence calibration contra labeled set y stratified sampling por document_type; accuracy desglosada, nunca agregada.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-context-dilution-mitigation,Mitigacion de dilucion softmax: edge placement de reglas criticas y compactacion al cruzar 50-60 por ciento de contexto.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-critical-self-correction,"Evaluacion critica: cross-check numerico declarado vs calculado, mismatch flag con ambos valores, sin corregir en silencio.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-custom-commands-skills,"Slash commands vs skills: context fork, allowed-tools whitelist y argument-hint; convenciones permanentes van en CLAUDE.md.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-defensive-structured-extraction,"Extraccion defensiva con JSON Schema, tool_choice forzado, enums con valvula de escape y nullable explicito; nunca prosa.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-deterministic-agent-loop,"Control de bucle agentico por stop_reason tipado (tool_use vs end_turn), nunca por prosa del modelo; halt y budget deterministas.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-false-positive-criteria,Criterios categoricos con ejemplos positivos y negativos por severidad para reducir falsos positivos; disable temporal por categoria.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-fewshot-edge-calibration,"Few-shot para calibrar bordes subjetivos con 2-4 ejemplos del mismo schema; complementa, no reemplaza, al schema.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-headless-code-review,Code review headless con claude -p output-format json validado contra schema; el humano sigue siendo gate final de merge.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-hierarchical-claude-memory,Memoria jerarquica CLAUDE.md user/team/module con at-imports y precedencia por especificidad de subpath.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-hub-and-spoke-isolation,Aislamiento multi-agente con AgentDefinition y built-in Task; cada subagente arranca con contexto vacio y modelo propio.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-human-handoff-protocol,"Handoff a humano con payload tipado autocontenido (customer_id, issue_summary, actions_taken); end-state del bucle, no pausa.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-independent-reviewer-multipass,Multi-pass review con reviewer independiente en sesion limpia; per-file y cross-file; rechazo de quorum N-de-M.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-mcp-server-configuration,"Configuracion de MCP servers: project vs user scope, env-var expansion para credenciales y rotacion ante secreto leakeado.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-mcp-structured-errors,"Errores MCP tipados (isError, errorCategory, isRetryable, retryAfterSeconds); la politica de retry vive en el cliente.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-message-batch-processing,"Procesamiento masivo con Message Batches API, custom_id unico por request y fragmentacion selectiva de fallos parciales.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-multiagent-error-propagation,"Propagacion de errores multi-agente: distinguir access failure de valid empty, local recovery primero y coverage gap annotation.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-multipass-prompt-chaining,"Prompt chaining multi-pass: pase local tipado por unidad y pase de integracion que solo ve resumenes, no las unidades crudas.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-path-conditional-rules,"Reglas condicionales por glob de ruta; universales siempre cargadas, heuristicas de lenguaje on-demand.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-persistent-scratchpad,"Scratchpad persistente en disco curado por el agente; sobrevive a compact y reinicios, leido una vez y referenciado despues.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-plan-mode-exploration,Exploracion segura en Plan Mode read-only con plan.md firmado por humano antes de transicionar a escritura.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-posttooluse-normalization,Normalizacion de outputs heterogeneos via hook PostToolUse y updatedMCPToolOutput antes de entrar al historial del modelo.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-prefix-caching,Prefix caching: estatico-first y dinamico-last; interpretar cache_creation vs cache_read input tokens para estimar ahorro.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-pretooluse-guardrails,"Guardarrailes deterministas en hook PreToolUse con permissionDecision deny desde politica recargable, no en el system prompt.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-provenance-preservation,"Provenance tipada: no hay claim sin source; conflictos marcados con conflict true y escalados, nunca promediados.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-session-resume-fork,Gestion de sesiones: resume vs fork vs fresh con summary tipado; detectar cuando los tool results estan stale.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-tool-description-quality,Calidad de descripciones de tools como contrato de seleccion; rename y split sobre overloading para evitar misroute.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
katas-validation-retry-feedback,Validacion y retry con error feedback especifico; distinguir recuperable de no recuperable; max 2-3 intentos y luego escalar.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
mcp-engineering,"Configurar MCP servers (project vs user scope, env-var expansion) y disenar contratos de error tipados con categoria y retryable.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
message-batch-orchestration,Orquestar Message Batches API para cargas offline con custom_id unico y fragmentacion selectiva de fallos parciales.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
official-source-verifier,"Consult official sources (ADK, Agent Skills spec, GitHub/Git docs, framework docs) when a decision depends on them. Prioritizes official over secondary, cites source and date, records the change a finding justifies. Never elevates a secondary source to authority.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
pdf-architecture-reviewer,"Extract architecture from a PDF/attachment and map claims to the repo: evidence per page, contradictions, decisions, and which official source each claim requires. Never treats a PDF as evidence before reading it.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
persistent-memory-design,"Disenar scratchpad persistente en disco con conclusiones validadas que sobrevive a compact, leido una vez y referenciado.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
plan-mode-workflow,"Operar repos desconocidos en Plan Mode read-only con plan firmado antes de escribir, aplicado por hooks.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
pristino-calibration,"Read deterministic persona/mode/optimizer signals injected by persona-calibrate.sh and execute the contract: declare the persona on line 1, run the adaptive prompt optimizer (original/optimized/response), apply precedence Veracidad>Seguridad>Objetivo>Formato>Estilo, use evidence tags, and consolidate substantive work in the Canvas output contract.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
prompt-chaining-design,"Descomponer tareas grandes en pase local tipado y pase de integracion sobre resumenes, con schemas de transicion entre pases.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
prompting-and-meta-prompting,"Transform intentions into durable prompts, meta-prompts, acceptance criteria, and eval-ready prompt systems.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
provenance-engineering,"Preservar provenance tipada con invariante no hay claim sin source y conflictos marcados y escalados, no promediados.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
repo-sync-auditor,"Audit local and remote Git repository sync state without mutating history, including branch/base drift, dirty-tree risk, ledger-vs-skill mismatches, review-doc coverage, generated index freshness signals, and a safe reconciliation plan. Use when the user asks to resume work, prepare a PR, reconcile local vs remote state, verify what is really deployed, or diagnose repo drift before writing or merging. [EXPLICIT]",dod-complete,2026-06-05,docs/audits/skills/repo-sync-auditor-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for repo-sync-auditor."
runtime-routing,"Route agentic work across Claude, Codex, Gemini, Antigravity, VS Code, and local adapters with explicit validation limits.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
safe-scripting-and-bash,"Design and review safe, portable, dry-run-first scripts for local agentic development workflows.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
self-correction-loops,Construir verificacion cruzada declarado vs calculado con mismatch flag y escalada; nunca corregir numeros en silencio.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
session-lifecycle-management,Decidir resume vs fork vs fresh con summary tipado segun validez de contexto y deteccion de tool results stale.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
structured-output-design,"Disenar extraccion estructurada con JSON Schema defensivo: required reales, nullable union, enums con valvula de escape y tool_choice forzado.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
subagent-orchestration,"Orquestar coordinadores hub-and-spoke con AgentDefinition y Task, contexto aislado por subagente y propagacion de errores estructurada.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
tool-use-design,Disenar descripciones de tools como contrato de routing y aplicar la estrategia de built-in tools grep then read then edit.,pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
validation-retry-design,"Disenar loop de validacion y retry con error feedback especifico, distinguiendo recuperable de no recuperable, con tope y escalada.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
workspace-setup,"Safe local workspace profile setup with runtime preferences, command policy, privacy boundaries, and quality checklist.",pending,,,,,Added during 2026-06-05 ledger reconciliation; DoD status remains pending until validation evidence is recorded.
